GRB,seed,ra_max,dec_max,max_sigma,region_size_deg
GRB150101641,94,188.173828125,-11.072869793448007,3.7412875770641416,0.5
GRB150101641,106,187.82226562499997,-10.541211385029001,3.11913144191201,0.5
GRB150101641,111,187.646484375,-10.92087092724124,2.4826211617834937,0.5
GRB150101641,21,187.91015624999997,-10.465336172372773,0.0,0.5
GRB150101641,105,187.6025390625,-11.262979546038238,1.7415761598109187,0.5
GRB150101641,97,187.77832031249997,-10.806922874860348,1.8146699922092941,0.5
GRB150101641,15,187.8662109375,-10.503271450113203,0.2190250730019178,0.5
GRB150101641,85,187.77832031249997,-10.95886330702767,2.380355051250087,0.5
GRB150101641,66,187.6904296875,-11.110881800003284,1.8695876905222102,0.5
GRB150101641,24,187.6904296875,-10.579155995477763,3.40011599327427,0.5
GRB150101641,72,187.734375,-10.996860565588975,1.9120046199909462,0.5
GRB150101641,82,188.0419921875,-10.8828834076524,1.773070960955989,0.5
GRB150101641,58,187.8662109375,-10.730981560440028,1.8403263339445388,0.5
GRB150101641,113,187.77832031249997,-10.730981560440028,1.9891482581258764,0.5
GRB150101641,84,187.55859375,-10.768949824604306,0.6533230298837438,0.5
GRB150101641,98,188.3056640625,-10.806922874860348,2.3786520047953217,0.5
GRB150110923,110,289.2041015625,32.26623714406663,1.8786352164813824,0.5
GRB150110923,91,289.51171875,32.5755652718164,0.8834812483269291,0.5
GRB150110923,51,289.951171875,32.487077430009144,2.092456582419361,0.5
GRB150110923,16,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,17,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,95,289.11621093749994,32.26623714406663,1.8992512240843253,0.5
GRB150110923,115,289.2041015625,32.88596411803864,1.8825467258750492,0.5
GRB150110923,74,289.6435546875,32.44286613851178,3.205078316552599,0.5
GRB150110923,123,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,67,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,75,289.9072265625,32.708461061779914,2.7771791406317647,0.5
GRB150110923,99,288.98437499999994,32.2221336493107,0.6336445975449247,0.5
GRB150110923,9,289.3359375,32.75280363514432,0.5329893275307268,0.5
GRB150110923,103,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,22,288.85253906249994,32.619841939292094,0.5753372608093207,0.5
GRB150110923,109,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,18,289.599609375,32.9303953995369,1.9285739744789339,0.5
GRB150110923,61,289.2919921875,32.708461061779914,2.02893890630038,0.5
GRB150110923,118,289.37988281249994,32.88596411803864,0.7066882546573454,0.5
GRB150110923,20,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,112,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,94,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,1,289.11621093749994,32.619841939292094,1.8728052204906165,0.5
GRB150110923,68,288.80859375,32.39867652216753,1.1545544591098185,0.5
GRB150110923,86,288.98437499999994,32.2221336493107,0.5614582075635628,0.5
GRB150110923,64,289.11621093749994,32.44286613851178,0.8554149734737148,0.5
GRB150110923,3,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,71,289.4677734375,32.974849008277324,0.16987093591372865,0.5
GRB150110923,76,288.98437499999994,32.2221336493107,1.8817329383381924,0.5
GRB150110923,125,289.072265625,32.9303953995369,0.6096390775737025,0.5
GRB150110923,121,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,6,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,24,289.11621093749994,32.531310454949086,1.8863732356617215,0.5
GRB150110923,58,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,7,288.85253906249994,32.26623714406663,0.8426594537971457,0.5
GRB150110923,114,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,101,289.11621093749994,32.44286613851178,0.5391197423827867,0.5
GRB150110923,53,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,14,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,8,289.2919921875,32.17805154115514,0.5240131083357046,0.5
GRB150110923,85,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,23,289.37988281249994,32.26623714406663,1.9761529138995861,0.5
GRB150110923,57,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,10,289.4677734375,32.708461061779914,1.8812149804357337,0.5
GRB150110923,52,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,5,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,107,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,97,288.98437499999994,32.84155510349521,0.5800303360144369,0.5
GRB150110923,81,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,56,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,70,289.8193359375,32.26623714406663,0.6488829163512491,0.5
GRB150110923,117,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,96,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,100,289.6875,32.84155510349521,1.8924322155579723,0.5
GRB150110923,119,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,11,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,89,289.951171875,32.487077430009144,2.801306484698705,0.5
GRB150110923,83,288.80859375,32.39867652216753,0.9263577055886315,0.5
GRB150110923,77,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,93,289.51171875,32.04593296584896,0.33396592613254833,0.5
GRB150110923,65,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,19,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,98,289.11621093749994,32.974849008277324,0.10724227390749004,0.5
GRB150110923,102,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,80,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,63,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,59,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,13,289.3359375,32.66414051625443,3.2139603853238743,0.5
GRB150110923,12,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,111,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,87,289.6435546875,32.26623714406663,0.524959955382536,0.5
GRB150110923,122,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,78,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,2,289.51171875,32.487077430009144,0.5338525389492184,0.5
GRB150110923,21,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,62,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,73,289.2919921875,32.531310454949086,1.918188689176991,0.5
GRB150110923,4,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,105,289.11621093749994,32.974849008277324,1.719151982827533,0.5
GRB150110923,108,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,90,289.73144531249994,32.88596411803864,0.552247237644188,0.5
GRB150110923,120,289.2919921875,32.26623714406663,0.527953756441244,0.5
GRB150110923,124,289.072265625,32.5755652718164,0.5645821974989006,0.5
GRB150110923,84,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,69,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,106,289.11621093749994,32.974849008277324,0.5769981836742639,0.5
GRB150110923,104,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,88,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,79,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,72,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,60,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,113,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,66,288.896484375,32.487077430009144,0.667229065887485,0.5
GRB150110923,55,289.37988281249994,32.44286613851178,1.9074325471983458,0.5
GRB150110923,82,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,116,289.37988281249994,32.79716829582364,2.0633203997750393,0.5
GRB150110923,54,289.3359375,33.0193250047527,0.0,0.5
GRB150110923,15,289.4677734375,32.0899512562803,0.545465669178861,0.5
GRB150110923,92,289.2919921875,32.0899512562803,1.2591723132467136,0.5
GRB150120123,100,9.8876953125,34.319147127121305,0.7678073163004138,0.5
GRB150120123,22,9.8876953125,33.689193256207396,1.8626827719425922,0.5
GRB150120123,9,10.722656249999998,34.093626233237735,1.6308356735711809,0.5
GRB150120123,23,10.415039062499998,33.59957814750714,1.4455778190817787,0.5
GRB150120123,57,10.8544921875,33.958601870269824,1.45513188311004,0.5
GRB150120123,69,10.678710937499998,33.59957814750714,0.4447006911196798,0.5
GRB150120123,114,10.898437499999998,34.00358613106329,0.9860838699484809,0.5
GRB150120123,10,10.063476562499998,33.689193256207396,0.5732699161540588,0.5
GRB150120123,109,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,83,10.546874999999998,33.5548055102183,1.8826443820280054,0.5
GRB150120123,8,10.810546875,34.18376221573444,1.7244424419601572,0.5
GRB150120123,66,10.810546875,34.27399460929577,1.6197889881495529,0.5
GRB150120123,68,10.8544921875,33.778901902884165,0.7081198687180565,0.5
GRB150120123,52,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,117,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,14,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,104,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,72,10.7666015625,34.138682206363065,0.6613526455412523,0.5
GRB150120123,56,10.107421875,33.64437404160202,1.2335648363400196,0.5
GRB150120123,112,9.755859374999998,34.093626233237735,0.028039508032642,0.5
GRB150120123,53,10.5908203125,33.59957814750714,1.6112531015509977,0.5
GRB150120123,5,9.7998046875,34.228866327812575,1.3628544275463936,0.5
GRB150120123,119,10.7666015625,34.319147127121305,1.4279572154151718,0.5
GRB150120123,61,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,118,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,11,9.84375,33.73403585525082,1.4490976375042945,0.5
GRB150120123,16,10.5908203125,34.138682206363065,0.3439804981104878,0.5
GRB150120123,24,10.8544921875,33.958601870269824,1.189367371026523,0.5
GRB150120123,76,9.755859374999998,34.093626233237735,1.5197657871971646,0.5
GRB150120123,84,9.931640624999998,33.64437404160202,0.35395317134190757,0.5
GRB150120123,90,9.9755859375,34.319147127121305,0.8438459216916554,0.5
GRB150120123,105,9.9755859375,33.59957814750714,0.32564672020373825,0.5
GRB150120123,3,9.755859374999998,34.093626233237735,1.8611199222374248,0.5
GRB150120123,91,10.546874999999998,34.454750771635105,0.8987423630093724,0.5
GRB150120123,55,10.107421875,34.454750771635105,1.7282381139545306,0.5
GRB150120123,95,10.195312499999998,33.5548055102183,1.347773773841963,0.5
GRB150120123,20,10.722656249999998,34.364323948466634,0.45029334655586883,0.5
GRB150120123,102,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,88,9.755859374999998,33.91364138223125,0.7267686135341785,0.5
GRB150120123,99,10.5029296875,34.40952514075067,0.5219523784140939,0.5
GRB150120123,73,9.7998046875,33.958601870269824,2.410699162132305,0.5
GRB150120123,64,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,115,10.7666015625,34.319147127121305,0.6835284414373137,0.5
GRB150120123,123,9.755859374999998,34.093626233237735,1.476205050004921,0.5
GRB150120123,15,10.195312499999998,34.454750771635105,0.16258002708290575,0.5
GRB150120123,122,10.3271484375,33.51005606625301,2.513678461100025,0.5
GRB150120123,59,10.7666015625,33.689193256207396,1.5383974074966227,0.5
GRB150120123,111,10.8544921875,33.778901902884165,1.295757392356983,0.5
GRB150120123,124,10.898437499999998,34.00358613106329,1.4032407606430073,0.5
GRB150120123,89,10.8544921875,33.778901902884165,0.6186391604370263,0.5
GRB150120123,113,10.107421875,33.5548055102183,1.9723590514762095,0.5
GRB150120123,12,9.7998046875,34.228866327812575,0.3622539348783875,0.5
GRB150120123,74,9.7998046875,34.228866327812575,1.5585279648430308,0.5
GRB150120123,17,10.722656249999998,34.364323948466634,2.2895917246258315,0.5
GRB150120123,6,10.01953125,34.27399460929577,1.650732388840424,0.5
GRB150120123,101,10.5908203125,33.778901902884165,1.1174603550833309,0.5
GRB150120123,1,9.7998046875,34.228866327812575,0.7673017932549577,0.5
GRB150120123,108,9.755859374999998,33.91364138223125,0.06730729138559857,0.5
GRB150120123,98,10.5908203125,33.59957814750714,1.4060989884731925,0.5
GRB150120123,75,10.810546875,34.27399460929577,1.1932881266958717,0.5
GRB150120123,79,9.755859374999998,33.91364138223125,0.8013305288779616,0.5
GRB150120123,82,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,125,10.810546875,34.27399460929577,0.5694554286135537,0.5
GRB150120123,65,10.810546875,33.823791463484746,1.8917521211848791,0.5
GRB150120123,60,10.634765625,34.364323948466634,0.22048904618945786,0.5
GRB150120123,86,10.898437499999998,33.91364138223125,0.29165614960046,0.5
GRB150120123,2,9.7998046875,34.228866327812575,0.6522904952128882,0.5
GRB150120123,96,10.810546875,34.093626233237735,0.1373470081567037,0.5
GRB150120123,106,9.9755859375,34.138682206363065,2.215896776261434,0.5
GRB150120123,116,9.8876953125,33.689193256207396,1.2421934528731295,0.5
GRB150120123,51,10.195312499999998,33.5548055102183,1.0736902028836803,0.5
GRB150120123,97,10.898437499999998,34.00358613106329,0.1301932556124597,0.5
GRB150120123,121,10.722656249999998,34.364323948466634,0.8295030130189096,0.5
GRB150120123,13,10.37109375,34.364323948466634,0.5657191898811982,0.5
GRB150120123,85,9.755859374999998,34.093626233237735,0.7799271677237554,0.5
GRB150120123,19,9.931640624999998,34.364323948466634,1.5375492245957347,0.5
GRB150120123,77,10.678710937499998,33.59957814750714,1.3865688220248522,0.5
GRB150120123,107,10.063476562499998,34.138682206363065,2.675893127492569,0.5
GRB150120123,120,10.37109375,34.454750771635105,0.6569503310260167,0.5
GRB150120123,80,9.931640624999998,34.18376221573444,2.272067289615185,0.5
GRB150120123,94,9.8876953125,34.319147127121305,0.39757482322466725,0.5
GRB150120123,103,10.3271484375,34.138682206363065,2.1316310318340004,0.5
GRB150120123,71,10.722656249999998,34.093626233237735,1.8431935496965215,0.5
GRB150120123,70,10.898437499999998,33.91364138223125,0.6519899256321887,0.5
GRB150120123,87,9.7998046875,34.04859423013418,0.8042025412631778,0.5
GRB150120123,62,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,7,10.3271484375,34.40952514075067,0.4346895570687631,0.5
GRB150120123,78,10.283203125,34.454750771635105,0.332791152514727,0.5
GRB150120123,21,10.898437499999998,34.093626233237735,1.284866911086552,0.5
GRB150120123,67,10.7666015625,33.689193256207396,1.494063727078023,0.5
GRB150120123,4,10.283203125,34.454750771635105,0.9844991273283082,0.5
GRB150120123,58,10.8544921875,33.778901902884165,1.3115933146479357,0.5
GRB150120123,92,9.84375,33.73403585525082,1.4334131052726027,0.5
GRB150120123,93,10.810546875,34.093626233237735,2.1719973714860887,0.5
GRB150120123,81,10.107421875,34.454750771635105,0.0,0.5
GRB150120123,18,9.755859374999998,33.823791463484746,0.8858799185935582,0.5
GRB150120123,54,9.755859374999998,33.823791463484746,2.3734676807547723,0.5
GRB150120123,110,9.9755859375,33.59957814750714,1.3998590205742982,0.5
GRB150120123,63,10.8544921875,33.778901902884165,2.0473452207116347,0.5
GRB150811849,110,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,117,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,97,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,82,185.7568359375,-13.324670581097749,0.05479388117740637,0.99
GRB150811849,58,186.240234375,-14.516040811376712,0.5844587476131489,0.99
GRB150811849,89,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,100,186.41601562499997,-13.286339716178063,1.2313422628089323,0.99
GRB150811849,66,186.943359375,-13.363007520469836,0.2773264822947646,0.99
GRB150811849,78,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,99,185.80078125,-14.284968967704714,2.033710949614317,0.99
GRB150811849,118,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,101,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,112,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,68,186.50390625,-13.593157845481826,2.3291993473355577,0.99
GRB150811849,94,187.294921875,-14.207997916002284,2.2931929580719403,0.99
GRB150811849,90,186.5478515625,-13.631537869229234,2.452716825088059,0.99
GRB150811849,108,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,83,185.44921875,-14.516040811376712,1.7591563964613766,0.99
GRB150811849,114,186.767578125,-13.209696129587257,0.6663361427211839,0.99
GRB150811849,64,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,91,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,72,185.9326171875,-13.248014905676953,1.6461214904472934,0.99
GRB150811849,92,186.767578125,-14.284968967704714,2.950131068424735,0.99
GRB150811849,98,186.41601562499997,-13.363007520469836,1.2250265119578707,0.99
GRB150811849,105,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,59,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,54,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,115,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,76,186.0205078125,-13.554784037179004,1.4113083558490587,0.99
GRB150811849,87,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,61,185.625,-13.746715435787422,2.339580716368375,0.99
GRB150811849,74,187.119140625,-14.43899024890193,1.2489189582818239,0.99
GRB150811849,103,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,73,186.8115234375,-13.708316644089493,1.2995575911297546,0.99
GRB150811849,71,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,85,186.240234375,-13.516416424097272,2.3477539869434327,0.99
GRB150811849,65,186.32812499999997,-13.82353192939064,0.6476578133626444,0.99
GRB150811849,113,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,121,186.3720703125,-14.477512185929939,1.3456850060772536,0.99
GRB150811849,106,187.16308593749997,-13.861949672048638,2.447264116486274,0.99
GRB150811849,120,186.240234375,-14.516040811376712,1.269228135610244,0.99
GRB150811849,111,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,116,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,88,186.15234374999997,-14.516040811376712,1.105263294315397,0.99
GRB150811849,107,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,122,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,70,186.15234374999997,-14.516040811376712,0.008204888290284448,0.99
GRB150811849,84,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,75,186.5478515625,-14.400474979406525,1.6271667348281478,0.99
GRB150811849,102,186.28417968749997,-14.477512185929939,0.20320122524439393,0.99
GRB150811849,67,186.32812499999997,-13.439699702840343,1.3974529901237185,0.99
GRB150811849,123,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,56,186.9873046875,-13.861949672048638,1.300735291686844,0.99
GRB150811849,124,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,80,186.5478515625,-14.400474979406525,1.33815702590313,0.99
GRB150811849,52,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,95,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,63,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,119,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,51,186.240234375,-13.82353192939064,0.8187832819346172,0.99
GRB150811849,69,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,109,186.8115234375,-13.248014905676953,3.479453953110454,0.99
GRB150811849,96,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,81,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,104,186.8994140625,-13.401350554354877,0.6560821954958432,0.99
GRB150811849,93,186.5478515625,-14.323464359619066,0.20836890981563158,0.99
GRB150811849,62,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,60,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,79,186.8994140625,-13.401350554354877,2.365359715645448,0.99
GRB150811849,86,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,55,186.240234375,-13.13307660074608,0.0,0.99
GRB150811849,125,186.0205078125,-13.171383367928371,0.014073321285639498,0.99
GRB150811849,57,185.71289062499997,-13.363007520469836,1.9724280450894667,0.99
GRB150811849,77,186.59179687499997,-14.516040811376712,0.35351353954427744,0.99
GRB150811849,53,186.3720703125,-13.861949672048638,3.478797447815872,0.99
GRB150819440,99,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,78,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,69,58.930664062499986,39.3543456610072,0.8596895001208171,0.5
GRB150819440,75,60.029296875,39.69285570588095,2.6320444459731416,0.5
GRB150819440,91,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,81,60.029296875,39.69285570588095,2.7378719106903957,0.5
GRB150819440,79,59.9853515625,39.54757782460241,2.3744405548084164,0.5
GRB150819440,108,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,107,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,68,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,73,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,86,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,62,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,82,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,110,59.80957031250001,40.03303395017787,0.16003686490364255,0.5
GRB150819440,63,59.23828124999999,40.17934444755734,0.0,0.5
GRB150819440,125,59.6337890625,39.3543456610072,0.5971460467504331,0.5
GRB150819440,64,59.23828124999999,40.17934444755734,0.0,0.5
