GRB,transit,seed,ra_max,dec_max,max_sigma,region_size_deg,trials_factor,p_pre,p_post,sigma_post
GRB150101641,transit_1,GRB150101641_transit_1FINAL_C0,187.77832031249997,-11.33905851299086,1.977293473185341,0.6,1.0,0.024004233506084716,0.024004233506084716,1.9772934731853415
GRB150101641,transit_2,GRB150101641_transit_2FINAL_C0,187.734375,-10.996860565588975,1.118895030329628,0.6,1.0,0.13159246168291738,0.13159246168291738,1.118895030329628
GRB150110923,transit_1,GRB150110923_transit_1FINAL_C0,289.951171875,32.84155510349521,1.8353307050871577,0.6,1.0,0.033228352091349445,0.033228352091349445,1.8353307050871575
GRB150819440,transit_2,GRB150819440_transit_2FINAL_C0,58.930664062499986,39.93566780120971,2.074497060984297,0.6,1.0,0.019016585714438983,0.019016585714438983,2.0744970609842968
GRB151229285,transit_1,GRB151229285_transit_1FINAL_C0,329.76562499999994,-21.10179534018046,0.5649247609296373,0.6,1.0,0.2860624705346535,0.2860624705346535,0.5649247609296375
GRB151229285,transit_2,GRB151229285_transit_2FINAL_C0,329.3701171875,-20.582914410065612,1.0901161336495324,0.6,1.0,0.13783099512561492,0.13783099512561492,1.0901161336495326
GRB160612842,transit_1,GRB160612842_transit_1FINAL_C0,347.8271484375,-25.03533316773425,1.6101059025869857,0.6,1.0,0.05368736936148388,0.05368736936148388,1.6101059025869857
GRB160612842,transit_2,GRB160612842_transit_2FINAL_C0,348.662109375,-25.820097487439398,1.5980365851638172,0.6,1.0,0.05501741760990586,0.05501741760990586,1.5980365851638174
GRB160624477,transit_1,GRB160624477_transit_1FINAL_C0,330.51269531249994,30.17244035823456,1.2259953752515305,0.6,1.0,0.11010020769860995,0.11010020769860995,1.22599537525153
GRB160624477,transit_2,GRB160624477_transit_2FINAL_C0,329.54589843749994,29.827858759990065,0.8277988564290424,0.6,1.0,0.2038922112235403,0.2038922112235403,0.8277988564290425
GRB160714097,transit_2,GRB160714097_transit_2FINAL_C0,235.64946619217082,64.10500035766258,2.4962410749851984,0.6,1.0,0.0062758632917737645,0.0062758632917737645,2.4962410749851975
GRB160821937,transit_1,GRB160821937_transit_1FINAL_C0,281.06187290969905,62.414493995358065,2.293579751679794,0.6,1.0,0.010907324781851857,0.010907324781851857,2.293579751679793
GRB170206453,transit_2,GRB170206453_transit_2FINAL_C0,212.255859375,14.670222616137025,2.0433937264557467,0.85,2.0069444444444446,0.020506739003615215,0.04073098922370333,1.7422656080041676
GRB170318644,transit_1,GRB170318644_transit_1FINAL_C0,283.8427734375,5.979156796301311,1.3753963166545027,0.6,1.0,0.08450430514621488,0.08450430514621488,1.3753963166545025
GRB170318644,transit_2,GRB170318644_transit_2FINAL_C0,284.4580078125,6.6546971494981335,1.962473620899737,0.6,1.0,0.024853684424851696,0.024853684424851696,1.9624736208997362
GRB170403583,transit_1,GRB170403583_transit_1FINAL_C0,259.05761718749994,17.739364151714724,1.8128414975990497,0.7,1.3611111111111114,0.0349281357500586,0.047238994684847824,1.6722350099545995
GRB170403583,transit_2,GRB170403583_transit_2FINAL_C0,259.27734375,17.70020432991707,2.250479125682257,0.7,1.3611111111111114,0.012209273567315382,0.016581448200239768,2.1301055964906306
GRB170708046,transit_1,GRB170708046_transit_1FINAL_C0,336.22558593749994,19.86735476489602,1.0682632298486736,0.6,1.0,0.14270089495443328,0.14270089495443328,1.0682632298486736
GRB170708046,transit_2,GRB170708046_transit_2FINAL_C0,335.25878906249994,19.5503693515287,2.347321249714496,0.6,1.0,0.009454471840520617,0.009454471840520617,2.3473212497144953
GRB170803729,transit_1,GRB170803729_transit_1FINAL_C0,175.2978515625,-16.257096237922084,1.1989990712987115,0.6,1.0,0.11526415335993812,0.11526415335993812,1.1989990712987124
GRB170803729,transit_2,GRB170803729_transit_2FINAL_C0,174.3310546875,-16.334822780685997,0.5249506787884329,0.6,1.0,0.29980873891835647,0.29980873891835647,0.5249506787884329
GRB170816599,transit_1,GRB170816599_transit_1FINAL_C0,350.5517578125,12.32998415024295,1.995853041002928,0.6,1.0,0.022974960696239943,0.022974960696239943,1.995853041002928
GRB170816599,transit_2,GRB170816599_transit_2FINAL_C0,350.5078125,12.903360767529023,1.9243101593130365,0.6,1.0,0.027157858957133296,0.027157858957133296,1.924310159313037
GRB170817529,transit_1,GRB170817529_transit_1FINAL_C0,197.666015625,-23.439872037468348,3.1593587447730447,0.6,1.0,0.0007905836374976216,0.0007905836374976216,3.1593587447730513
GRB170817529,transit_2,GRB170817529_transit_2FINAL_C0,197.40234375,-23.602600602361804,1.6065066704519038,0.6,1.0,0.054081315254884466,0.054081315254884466,1.6065066704519042
GRB170826369,transit_1,GRB170826369_transit_1FINAL_C0,63.984374999999986,20.304249291481256,1.3673150511186178,0.856,2.035377777777778,0.0857632880089676,0.16681842883042952,0.9668143336423997
GRB170826369,transit_2,GRB170826369_transit_2FINAL_C0,63.45703124999998,21.10179534018046,3.0157801944617137,0.856,2.035377777777778,0.0012815949789947156,0.002606799291733908,2.793531284041168
GRB171007498,transit_2,GRB171007498_transit_2FINAL_C0,135.04491017964074,42.90898402204685,1.748025637900777,0.6,1.0,0.040229794038735944,0.040229794038735944,1.7480256379007773
GRB180204109,transit_1,GRB180204109_transit_1FINAL_C0,329.89746093749994,31.38816646434855,2.0076504651858946,0.6,1.0,0.02234022393660573,0.02234022393660573,2.007650465185894
GRB180204109,transit_2,GRB180204109_transit_2FINAL_C0,330.732421875,30.908722515296432,1.9290482689937762,0.6,1.0,0.026862435096686954,0.026862435096686954,1.9290482689937756
GRB180402406,transit_2,GRB180402406_transit_2FINAL_C0,252.2900390625,-15.40409369872549,2.3013339315527626,0.6,1.0,0.010686381609215645,0.010686381609215645,2.301333931552761
GRB180418281,transit_1,GRB180418281_transit_1FINAL_C0,170.419921875,24.419318215756903,2.897949346777521,0.6,1.0,0.001878056239255188,0.001878056239255188,2.8979493467775184
GRB180418281,transit_2,GRB180418281_transit_2FINAL_C0,170.50781249999997,24.994170086846353,2.4142497779469245,0.6,1.0,0.007883824505473647,0.007883824505473647,2.414249777946926
GRB180715755,transit_1,GRB180715755_transit_1FINAL_C0,235.283203125,-1.1564386501734134,1.5424994461991983,0.6,1.0,0.06147613620569192,0.06147613620569192,1.5424994461991983
GRB180715755,transit_2,GRB180715755_transit_2FINAL_C0,234.8876953125,-0.3730220330257339,1.5261260767086018,0.6,1.0,0.06348923449117372,0.06348923449117372,1.5261260767086018
GRB180718082,transit_1,GRB180718082_transit_1FINAL_C0,335.6103515625,2.910803250542216,1.9287833439586524,0.6,1.0,0.02687888221494783,0.02687888221494783,1.928783343958652
GRB180718082,transit_2,GRB180718082_transit_2FINAL_C0,336.13769531249994,2.8361054474013656,3.1465659512997837,0.6,1.0,0.0008260000000591683,0.0008260000000591683,3.1465659512997752
GRB180805543,transit_1,GRB180805543_transit_1FINAL_C0,25.708007812499996,-17.582776008425412,1.2260595517949564,0.6,1.0,0.1100881328148503,0.1100881328148503,1.2260595517949562
GRB180805543,transit_2,GRB180805543_transit_2FINAL_C0,25.2685546875,-17.34814737462112,2.9573934356921314,0.6,1.0,0.001551259844679409,0.001551259844679409,2.9573934356921265
GRB181125371,transit_1,GRB181125371_transit_1FINAL_C0,268.4619140625,-2.6120404714967123,0.7886255786231037,0.6,1.0,0.21516543823679335,0.21516543823679335,0.7886255786231039
GRB181125371,transit_2,GRB181125371_transit_2FINAL_C0,268.9453125,-2.8734537379608156,2.2929064016204914,0.6,1.0,0.010926697096850457,0.010926697096850457,2.2929064016204905
GRB190427190,transit_1,GRB190427190_transit_1FINAL_C0,280.0634765625,40.13053929835095,2.670223166565706,0.6,1.0,0.0037900424155520307,0.0037900424155520307,2.6702231665657075
GRB190427190,transit_2,GRB190427190_transit_2FINAL_C0,280.1953125,40.86635677386177,1.2291412276478575,0.6,1.0,0.10950942995809532,0.10950942995809532,1.2291412276478577
GRB190515190,transit_1,GRB190515190_transit_1FINAL_C0,136.845703125,28.84369831226735,2.869855812639297,0.907,2.285136111111111,0.002053295062101723,0.004685869284838384,2.5981872037577
GRB190515190,transit_2,GRB190515190_transit_2FINAL_C0,137.8125,29.698947261858855,2.9235411752040465,0.907,2.285136111111111,0.0017303722536189392,0.003949740313183181,2.6563362439173512
GRB200605762,transit_2,GRB200605762_transit_2FINAL_C0,95.11976047904191,51.11049323600477,1.110898870113667,0.6,1.0,0.1333059409504913,0.1333059409504913,1.1108988701136664
GRB200623138,transit_2,GRB200623138_transit_2FINAL_C0,242.72200772200773,53.90873688629765,1.8154706573845052,0.6,1.0,0.034725805636132034,0.034725805636132034,1.8154706573845056
