  GRB150101641,1,2.531
  GRB150101641,10,1.627
  GRB150101641,100,2.512
  GRB150101641,101,1.165
  GRB150101641,102,3.293
  GRB150101641,103,0.776
  GRB150101641,104,1.429
  GRB150101641,105,1.742
  GRB150101641,106,3.119
  GRB150101641,107,1.427
  GRB150101641,108,1.088
  GRB150101641,109,2.634
  GRB150101641,11,0.675
  GRB150101641,110,3.140
  GRB150101641,111,2.483
  GRB150101641,112,2.696
  GRB150101641,113,1.989
  GRB150101641,114,1.745
  GRB150101641,115,2.016
  GRB150101641,116,2.105
  GRB150101641,117,2.384
  GRB150101641,118,1.112
  GRB150101641,119,0.121
  GRB150101641,12,1.096
  GRB150101641,120,2.436
  GRB150101641,121,0.573
  GRB150101641,122,1.961
  GRB150101641,123,2.345
  GRB150101641,124,1.228
  GRB150101641,125,1.179
  GRB150101641,13,1.837
  GRB150101641,14,1.904
  GRB150101641,15,0.219
  GRB150101641,16,2.470
  GRB150101641,17,2.251
  GRB150101641,18,2.589
  GRB150101641,19,1.963
  GRB150101641,2,0.454
  GRB150101641,20,1.477
  GRB150101641,21,0.000
  GRB150101641,22,0.895
  GRB150101641,23,1.096
  GRB150101641,24,3.400
  GRB150101641,3,1.353
  GRB150101641,4,1.021
  GRB150101641,5,2.820
  GRB150101641,51,2.880
  GRB150101641,52,1.418
  GRB150101641,53,1.711
  GRB150101641,54,2.497
  GRB150101641,55,2.037
  GRB150101641,56,1.485
  GRB150101641,57,2.153
  GRB150101641,58,1.840
  GRB150101641,59,2.165
  GRB150101641,6,1.074
  GRB150101641,60,0.945
  GRB150101641,61,1.375
  GRB150101641,62,1.698
  GRB150101641,63,0.732
  GRB150101641,64,1.770
  GRB150101641,65,2.224
  GRB150101641,66,1.870
  GRB150101641,67,2.021
  GRB150101641,68,1.367
  GRB150101641,69,1.303
  GRB150101641,7,2.480
  GRB150101641,70,1.126
  GRB150101641,71,1.941
  GRB150101641,72,1.912
  GRB150101641,73,1.683
  GRB150101641,74,0.831
  GRB150101641,75,1.748
  GRB150101641,76,2.425
  GRB150101641,77,0.942
  GRB150101641,78,0.984
  GRB150101641,79,2.050
  GRB150101641,8,2.324
  GRB150101641,80,1.461
  GRB150101641,81,2.510
  GRB150101641,82,1.773
  GRB150101641,83,1.543
  GRB150101641,84,0.653
  GRB150101641,85,2.380
  GRB150101641,86,1.205
  GRB150101641,87,2.231
  GRB150101641,88,1.509
  GRB150101641,89,2.826
  GRB150101641,9,3.134
  GRB150101641,90,1.168
  GRB150101641,91,1.833
  GRB150101641,92,0.913
  GRB150101641,93,2.054
  GRB150101641,94,3.741
  GRB150101641,95,0.462
  GRB150101641,96,1.502
  GRB150101641,97,1.815
  GRB150101641,98,2.379
  GRB150101641,99,1.568
  GRB150110923,1,1.873
  GRB150110923,10,1.881
  GRB150110923,100,1.892
  GRB150110923,101,0.539
  GRB150110923,102,0.000
  GRB150110923,103,0.000
  GRB150110923,104,0.000
  GRB150110923,105,1.719
  GRB150110923,106,0.577
  GRB150110923,107,0.000
  GRB150110923,108,0.000
  GRB150110923,109,0.000
  GRB150110923,11,0.000
  GRB150110923,110,1.879
  GRB150110923,111,0.000
  GRB150110923,112,0.000
  GRB150110923,113,0.000
  GRB150110923,114,0.000
  GRB150110923,115,1.883
  GRB150110923,116,2.063
  GRB150110923,117,0.000
  GRB150110923,118,0.707
  GRB150110923,119,0.000
  GRB150110923,12,0.000
  GRB150110923,120,0.528
  GRB150110923,121,0.000
  GRB150110923,122,0.000
  GRB150110923,123,0.000
  GRB150110923,124,0.565
  GRB150110923,125,0.610
  GRB150110923,13,3.214
  GRB150110923,14,0.000
  GRB150110923,15,0.545
  GRB150110923,16,0.000
  GRB150110923,17,0.000
  GRB150110923,18,1.929
  GRB150110923,19,0.000
  GRB150110923,2,0.534
  GRB150110923,20,0.000
  GRB150110923,21,0.000
  GRB150110923,22,0.575
  GRB150110923,23,1.976
  GRB150110923,24,1.886
  GRB150110923,3,0.000
  GRB150110923,4,0.000
  GRB150110923,5,0.000
  GRB150110923,51,2.092
  GRB150110923,52,0.000
  GRB150110923,53,0.000
  GRB150110923,54,0.000
  GRB150110923,55,1.907
  GRB150110923,56,0.000
  GRB150110923,57,0.000
  GRB150110923,58,0.000
  GRB150110923,59,0.000
  GRB150110923,6,0.000
  GRB150110923,60,0.000
  GRB150110923,61,2.029
  GRB150110923,62,0.000
  GRB150110923,63,0.000
  GRB150110923,64,0.855
  GRB150110923,65,0.000
  GRB150110923,66,0.667
  GRB150110923,67,0.000
  GRB150110923,68,1.155
  GRB150110923,69,0.000
  GRB150110923,7,0.843
  GRB150110923,70,0.649
  GRB150110923,71,0.170
  GRB150110923,72,0.000
  GRB150110923,73,1.918
  GRB150110923,74,3.205
  GRB150110923,75,2.777
  GRB150110923,76,1.882
  GRB150110923,77,0.000
  GRB150110923,78,0.000
  GRB150110923,79,0.000
  GRB150110923,8,0.524
  GRB150110923,80,0.000
  GRB150110923,81,0.000
  GRB150110923,82,0.000
  GRB150110923,83,0.926
  GRB150110923,84,0.000
  GRB150110923,85,0.000
  GRB150110923,86,0.561
  GRB150110923,87,0.525
  GRB150110923,88,0.000
  GRB150110923,89,2.801
  GRB150110923,9,0.533
  GRB150110923,90,0.552
  GRB150110923,91,0.883
  GRB150110923,92,1.259
  GRB150110923,93,0.334
  GRB150110923,94,0.000
  GRB150110923,95,1.899
  GRB150110923,96,0.000
  GRB150110923,97,0.580
  GRB150110923,98,0.107
  GRB150110923,99,0.634
  GRB150120123,1,0.767
  GRB150120123,10,0.573
  GRB150120123,100,0.768
  GRB150120123,101,1.117
  GRB150120123,102,0.000
  GRB150120123,103,2.132
  GRB150120123,104,0.000
  GRB150120123,105,0.326
  GRB150120123,106,2.216
  GRB150120123,107,2.676
  GRB150120123,108,0.067
  GRB150120123,109,0.000
  GRB150120123,11,1.449
  GRB150120123,110,1.400
  GRB150120123,111,1.296
  GRB150120123,112,0.028
  GRB150120123,113,1.972
  GRB150120123,114,0.986
  GRB150120123,115,0.684
  GRB150120123,116,1.242
  GRB150120123,117,0.000
  GRB150120123,118,0.000
  GRB150120123,119,1.428
  GRB150120123,12,0.362
  GRB150120123,120,0.657
  GRB150120123,121,0.830
  GRB150120123,122,2.514
  GRB150120123,123,1.476
  GRB150120123,124,1.403
  GRB150120123,125,0.569
  GRB150120123,13,0.566
  GRB150120123,14,0.000
  GRB150120123,15,0.163
  GRB150120123,16,0.344
  GRB150120123,17,2.290
  GRB150120123,18,0.886
  GRB150120123,19,1.538
  GRB150120123,2,0.652
  GRB150120123,20,0.450
  GRB150120123,21,1.285
  GRB150120123,22,1.863
  GRB150120123,23,1.446
  GRB150120123,24,1.189
  GRB150120123,3,1.861
  GRB150120123,4,0.984
  GRB150120123,5,1.363
  GRB150120123,51,1.074
  GRB150120123,52,0.000
  GRB150120123,53,1.611
  GRB150120123,54,2.373
  GRB150120123,55,1.728
  GRB150120123,56,1.234
  GRB150120123,57,1.455
  GRB150120123,58,1.312
  GRB150120123,59,1.538
  GRB150120123,6,1.651
  GRB150120123,60,0.220
  GRB150120123,61,0.000
  GRB150120123,62,0.000
  GRB150120123,63,2.047
  GRB150120123,64,0.000
  GRB150120123,65,1.892
  GRB150120123,66,1.620
  GRB150120123,67,1.494
  GRB150120123,68,0.708
  GRB150120123,69,0.445
  GRB150120123,7,0.435
  GRB150120123,70,0.652
  GRB150120123,71,1.843
  GRB150120123,72,0.661
  GRB150120123,73,2.411
  GRB150120123,74,1.559
  GRB150120123,75,1.193
  GRB150120123,76,1.520
  GRB150120123,77,1.387
  GRB150120123,78,0.333
  GRB150120123,79,0.801
  GRB150120123,8,1.724
  GRB150120123,80,2.272
  GRB150120123,81,0.000
  GRB150120123,82,0.000
  GRB150120123,83,1.883
  GRB150120123,84,0.354
  GRB150120123,85,0.780
  GRB150120123,86,0.292
  GRB150120123,87,0.804
  GRB150120123,88,0.727
  GRB150120123,89,0.619
  GRB150120123,9,1.631
  GRB150120123,90,0.844
  GRB150120123,91,0.899
  GRB150120123,92,1.433
  GRB150120123,93,2.172
  GRB150120123,94,0.398
  GRB150120123,95,1.348
  GRB150120123,96,0.137
  GRB150120123,97,0.130
  GRB150120123,98,1.406
  GRB150120123,99,0.522
  GRB150811849,100,1.231
  GRB150811849,101,0.000
  GRB150811849,102,0.203
  GRB150811849,103,0.000
  GRB150811849,104,0.656
  GRB150811849,105,0.000
  GRB150811849,106,2.447
  GRB150811849,107,0.000
  GRB150811849,108,0.000
  GRB150811849,109,3.479
  GRB150811849,110,0.000
  GRB150811849,111,0.000
  GRB150811849,112,0.000
  GRB150811849,113,0.000
  GRB150811849,114,0.666
  GRB150811849,115,0.000
  GRB150811849,116,0.000
  GRB150811849,117,0.000
  GRB150811849,118,0.000
  GRB150811849,119,0.000
  GRB150811849,120,1.269
