GRB,transit,seed,ra_max,dec_max,max_sigma,region_size_deg,trials_factor,p_pre,p_post,sigma_post
GRB150101641,transit_1,GRB150101641_transit_1FINAL_C0_negSig,187.998046875,-11.072869793448007,0.011124766986570325,0.3,1.0,0.49556195163210204,0.49556195163210204,0.011124766986570335
GRB150101641,transit_2,GRB150101641_transit_2FINAL_C0_negSig,187.998046875,-11.148898759848649,0.002633910661460859,0.3,1.0,0.49894922288930177,0.49894922288930177,0.002633910661460867
GRB150110923,transit_1,GRB150110923_transit_1FINAL_C0_negSig,289.3359375,32.75280363514432,-0.10862418631063087,0.3,1.0,0.5432497118195915,0.5432497118195915,-0.10862418631063087
GRB150819440,transit_2,GRB150819440_transit_2FINAL_C0_negSig,59.0625,39.78987766554415,-0.014442503629320551,0.3,1.0,0.5057615250363994,0.5057615250363994,-0.014442503629320631
GRB151229285,transit_1,GRB151229285_transit_1FINAL_C0_negSig,329.3701171875,-20.74237995448715,-0.005245049195814863,0.3,1.0,0.5020924622928633,0.5020924622928633,-0.005245049195814687
GRB151229285,transit_2,GRB151229285_transit_2FINAL_C0_negSig,329.1064453125,-20.66262626019902,0.0056381907718489905,0.3,1.0,0.4977506992333901,0.4977506992333901,0.005638190771848927
GRB160612842,transit_1,GRB160612842_transit_1FINAL_C0_negSig,348.5302734375,-25.11770081540115,0.06880673956181263,0.3,1.0,0.47257172670503445,0.47257172670503445,0.06880673956181256
GRB160612842,transit_2,GRB160612842_transit_2FINAL_C0_negSig,348.046875,-25.40642689987743,0.01093275866235599,0.3,1.0,0.4956385472122624,0.4956385472122624,0.010932758662355997
GRB160624477,transit_1,GRB160624477_transit_1FINAL_C0_negSig,330.1171875,29.52732204890411,-0.0034624907221783843,0.3,1.0,0.5013813311844806,0.5013813311844806,-0.003462490722178485
GRB160624477,transit_2,GRB160624477_transit_2FINAL_C0_negSig,330.02929687499994,29.52732204890411,-0.004573917479216758,0.3,1.0,0.5018247227071053,0.5018247227071053,-0.0045739174792166935
GRB160714097,transit_2,GRB160714097_transit_2FINAL_C0_negSig,234.90316901408448,63.823657621837775,-0.03543677023109582,0.3,1.0,0.5141342676451368,0.5141342676451368,-0.03543677023109597
GRB160821937,transit_1,GRB160821937_transit_1FINAL_C0_negSig,280.125,62.32040082727501,-0.012477741137130448,0.3,1.0,0.5049777693350141,0.5049777693350141,-0.01247774113713049
GRB170206453,transit_2,GRB170206453_transit_2FINAL_C0_negSig,212.60742187499997,14.2849689677047,-0.018396256716162164,0.3,1.0,0.5073386306768635,0.5073386306768635,-0.018396256716162098
GRB170318644,transit_1,GRB170318644_transit_1FINAL_C0_negSig,284.5458984375,6.279288322550272,-0.0007571311387457751,0.3,1.0,0.5003020515941958,0.5003020515941958,-0.000757131138745891
GRB170318644,transit_2,GRB170318644_transit_2FINAL_C0_negSig,284.23828124999994,6.391881812232143,-0.008511901777978568,0.3,1.0,0.5033957165011346,0.5033957165011346,-0.008511901777978627
GRB170403583,transit_1,GRB170403583_transit_1FINAL_C0_negSig,259.453125,18.327802614355306,0.07768553669754374,0.3,1.0,0.4690390996885305,0.4690390996885305,0.07768553669754379
GRB170403583,transit_2,GRB170403583_transit_2FINAL_C0_negSig,259.27734375,18.485055379394268,-0.01108202891525654,0.3,1.0,0.5044209993952469,0.5044209993952469,-0.011082028915256555
GRB170708046,transit_1,GRB170708046_transit_1FINAL_C0_negSig,335.8740234375,19.86735476489602,-0.03955519749017177,0.3,1.0,0.5157761266573757,0.5157761266573757,-0.03955519749017183
GRB170708046,transit_2,GRB170708046_transit_2FINAL_C0_negSig,335.830078125,19.669165327368816,0.012451580861577605,0.3,1.0,0.4950326662942588,0.4950326662942588,0.012451580861577665
GRB170803729,transit_1,GRB170803729_transit_1FINAL_C0_negSig,174.638671875,-16.295955656116732,0.0005585969981269846,0.3,1.0,0.4997771520513311,0.4997771520513311,0.0005585969981268537
GRB170803729,transit_2,GRB170803729_transit_2FINAL_C0_negSig,174.99023437499997,-16.14056399730312,-0.4825683909130903,0.3,1.0,0.6852988863513878,0.6852988863513878,-0.4825683909130901
GRB170816599,transit_1,GRB170816599_transit_1FINAL_C0_negSig,350.85937499999994,12.750334253894067,0.005015799659787978,0.3,1.0,0.4979989938359919,0.4979989938359919,0.005015799659788095
GRB170816599,transit_2,GRB170816599_transit_2FINAL_C0_negSig,350.85937499999994,12.903360767529023,-0.0485697858548994,0.3,1.0,0.5193689255346554,0.5193689255346554,-0.04856978585489952
GRB170817529,transit_1,GRB170817529_transit_1FINAL_C0_negSig,197.40234375,-23.115013277965275,1.6290484467054172,0.3,1.0,0.05165138173086481,0.05165138173086481,1.629048446705417
GRB170817529,transit_2,GRB170817529_transit_2FINAL_C0_negSig,197.3583984375,-23.399221247591782,-0.00850479585955921,0.3,1.0,0.5033928817524445,0.5033928817524445,-0.008504795859559324
GRB170826369,transit_1,GRB170826369_transit_1FINAL_C0_negSig,64.248046875,21.10179534018046,0.055326724333473534,0.3,1.0,0.4779390859146998,0.4779390859146998,0.05532672433347352
GRB170826369,transit_2,GRB170826369_transit_2FINAL_C0_negSig,64.4677734375,21.30184610840405,0.12426008849414669,0.3,1.0,0.45055467354690415,0.45055467354690415,0.12426008849414681
GRB171007498,transit_2,GRB171007498_transit_2FINAL_C0_negSig,135.2245508982036,42.90898402204685,-0.019347444287338072,0.3,1.0,0.5077180320340033,0.5077180320340033,-0.01934744428733793
